MAC;SSID;AuthMode;FirstSeen;Channel;Frequency;RSSI;CurrentLatitude;CurrentLongitude;AltitudeMeters;AccuracyMeters;RCOIs;MfgrId;Type
48:74:12:49:e5:32;;"Smartphone;10";2024-10-03 15:11:38;;524;-83;46.21031941710114;6.141942463410443;431.2347717047207;8;;;BT
63:0f:eb:45:12:1f;;Misc;2024-10-03 15:11:39;;;-68;46.21032000644042;6.141944176519774;431.2138738084203;8;;76;BLE
69:4a:3f:e2:8e:5c;;Uncategorized;2024-10-03 15:11:39;;7936;-78;46.21032000644042;6.141944176519774;431.2138738084203;8;;76;BT
e1:f5:22:37:90:9a;;Misc;2024-10-03 15:11:39;;;-54;46.21032000644042;6.141944176519774;431.2138738084203;8;;76;BLE
4b:ff:66:21:30:07;;"Uncategorized;10";2024-10-03 15:11:39;;7936;-71;46.21032000644042;6.141944176519774;431.2138738084203;8;;76;BT
f8:17:4f:ba:3a:3e;;Misc;2024-10-03 15:11:39;;;-76;46.21032000644042;6.141944176519774;431.2138738084203;8;;76;BLE
0f:89:61:3c:17:fb;;Misc;2024-10-03 15:11:40;;;-80;46.21032024151976;6.141947724357141;431.29016585303157;8;;;BLE
ee:36:d4:d4:da:4d;Inspire 3;Misc;2024-10-03 15:11:40;;7936;-82;46.21032024151976;6.141947724357141;431.29016585303157;8;;;BLE
51:3a:da:ff:60:76;;Misc;2024-10-03 15:11:40;;7936;-81;46.21032024151976;6.141947724357141;431.29016585303157;8;;76;BLE
5d:41:70:65:45:38;;Misc;2024-10-03 15:11:40;;;-83;46.21032024151976;6.141947724357141;431.29016585303157;8;;76;BLE
75:77:b4:bf:e0:7d;;Misc;2024-10-03 15:11:40;;;-80;46.21032024151976;6.141947724357141;431.29016585303157;8;;76;BLE
02:80:ba:da:d1:54;iPhone de giugiux (2);[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][MFPC];2024-10-03 15:11:41;149;5745;-77;46.210320676669355;6.141950799443142;431.30843108055933;8;;;WIFI
e2:a7:bb:48:63:ec;phonehotspot;[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][MFPC];2024-10-03 15:11:41;153;5765;-91;46.210320676669355;6.141950799443142;431.30843108055933;8;;;WIFI
42:33:83:fe:dd:39;;Misc;2024-10-03 15:11:41;;;-67;46.210320676669355;6.141950799443142;431.30843108055933;8;;76;BLE
7f:2a:64:b6:aa:82;;Misc;2024-10-03 15:11:41;;;-86;46.210320676669355;6.141950799443142;431.30843108055933;8;;76;BLE
4a:ef:c0:44:fd:91;LE_WF-1000XM5;Misc;2024-10-03 15:11:41;;7936;-85;46.210320676669355;6.141950799443142;431.30843108055933;8;;;BLE
f0:f2:b3:e6:24:38;;Misc;2024-10-03 15:11:41;;;-68;46.210320676669355;6.141950799443142;431.30843108055933;8;;76;BLE
df:2f:5c:90:f4:70;;Misc;2024-10-03 15:11:41;;;-82;46.210320676669355;6.141950799443142;431.30843108055933;8;;76;BLE
ee:64:d7:2a:61:ac;iPhoneWork;[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS];2024-10-03 15:11:44;6;2437;-65;46.21032216578353;6.141952994963568;431.4566942415237;8;;;WIFI
55:1a:c0:89:15:de;LE_WH-XB910N;Misc;2024-10-03 15:11:45;;;-89;46.210322559571146;6.141952937454899;431.4955692532168;8;;;BLE
2e:81:c2:a8:68:8d;;Misc;2024-10-03 15:11:45;;;-80;46.210322559571146;6.141952937454899;431.4955692532168;8;;;BLE
63:16:08:61:7f:84;;Misc;2024-10-03 15:11:45;;;-71;46.210322559571146;6.141952937454899;431.4955692532168;8;;76;BLE
47:9f:97:89:d6:71;;Misc;2024-10-03 15:11:45;;;-76;46.210322559571146;6.141952937454899;431.4955692532168;8;;76;BLE
60:14:0a:aa:82:53;;Misc;2024-10-03 15:11:45;;;-80;46.210322559571146;6.141952937454899;431.4955692532168;8;;76;BLE
cd:67:8c:ef:74:d0;;Misc;2024-10-03 15:11:45;;;-63;46.210322559571146;6.141952937454899;431.4955692532168;8;;76;BLE
54:64:c3:f4:4a:bc;;Misc;2024-10-03 15:11:46;;;-81;46.210323088172224;6.141952868792703;431.59712891508514;8;;76;BLE
c1:d3:45:85:25:5a;;Misc;2024-10-03 15:11:46;;;-76;46.210323088172224;6.141952868792703;431.59712891508514;8;;76;BLE
ec:93:b0:21:01:42;;Misc;2024-10-03 15:11:46;;;-84;46.210323088172224;6.141952868792703;431.59712891508514;8;;76;BLE
53:cc:02:2d:f6:d7;;Misc;2024-10-03 15:11:46;;;-81;46.210323088172224;6.141952868792703;431.59712891508514;8;;76;BLE
72:dd:f3:ec:8f:e3;;Misc;2024-10-03 15:11:46;;;-80;46.210323088172224;6.141952868792703;431.59712891508514;8;;76;BLE
72:99:05:c7:ef:5e;;Uncategorized;2024-10-03 15:11:46;;7936;27;46.210323088172224;6.141952868792703;431.59712891508514;8;;76;BLE
64:2d:f6:e7:76:4b;;"Uncategorized;10";2024-10-03 15:11:46;;7936;-75;46.210323088172224;6.141952868792703;431.59712891508514;8;;76;BLE
2a:5a:aa:e1:3a:1b;AndroidAPB296;[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS];2024-10-03 15:11:47;6;2437;-65;46.210323575704685;6.141952277083765;431.6069798316036;8;;;WIFI
44:92:17:85:3d:63;;"Uncategorized;10";2024-10-03 15:11:47;;;-73;46.210323575704685;6.141952277083765;431.6069798316036;8;;76;BLE
72:dd:f3:ec:8f:e3;;Misc;2024-10-03 15:11:47;;;-75;46.210323575704685;6.141952277083765;431.6069798316036;8;;76;BLE
10:a4:a8:34:1d:eb;;Misc;2024-10-03 15:11:47;;;-84;46.210323575704685;6.141952277083765;431.6069798316036;8;;76;BLE
46:8d:88:84:26:ad;;Misc;2024-10-03 15:11:47;;;-81;46.210323575704685;6.141952277083765;431.6069798316036;8;;76;BLE
f1:c9:1c:34:4a:75;;Misc;2024-10-03 15:11:47;;;-73;46.210323575704685;6.141952277083765;431.6069798316036;8;;76;BLE
f7:e4:d2:9f:49:32;;Misc;2024-10-03 15:11:48;;;-72;46.210323851170024;6.141951547237985;431.5470224571436;8;;76;BLE
54:f5:0e:a2:94:c2;;Uncategorized;2024-10-03 15:11:49;;7936;-61;46.21032396654746;6.141950852565466;431.5608636912811;8;;76;BT
3a:18:e7:02:04:9c;;Misc;2024-10-03 15:11:49;;;-91;46.21032396654746;6.141950852565466;431.5608636912811;8;;6;BLE
48:bf:13:bb:73:a4;;Misc;2024-10-03 15:11:49;;;-82;46.21032396654746;6.141950852565466;431.5608636912811;8;;76;BLE
10:59:9f:7f:55:c6;;Misc;2024-10-03 15:11:49;;;-82;46.21032396654746;6.141950852565466;431.5608636912811;8;;;BLE
92:74:1d:33:08:e7;Galaxy S21 FE 5G 65AA;[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS];2024-10-03 15:11:50;1;2412;-59;46.21032403203043;6.141950174066018;431.56604812125033;8;;;WIFI
4a:ef:c0:44:fd:91;LE_WF-1000XM5;Misc;2024-10-03 15:11:50;;7936;-75;46.21032403203043;6.141950174066018;431.56604812125033;8;;;BLE
75:93:bd:66:01:ad;;Misc;2024-10-03 15:11:50;;;-81;46.21032403203043;6.141950174066018;431.56604812125033;8;;76;BLE
49:34:55:43:d8:45;;Misc;2024-10-03 15:11:50;;;-87;46.21032403203043;6.141950174066018;431.56604812125033;8;;;BLE
79:f7:24:1e:35:c6;;Misc;2024-10-03 15:11:51;;;-75;46.210324192602066;6.141949452743264;431.57703825431804;8;;76;BLE
73:e1:c1:c1:6b:15;;"Uncategorized;10";2024-10-03 15:11:51;;7936;-70;46.210324192602066;6.141949452743264;431.57703825431804;8;;76;BT
51:bf:97:40:15:5c;;Misc;2024-10-03 15:11:51;;7936;-57;46.210324192602066;6.141949452743264;431.57703825431804;8;;76;BLE
4a:b5:f4:dc:63:a1;;Uncategorized;2024-10-03 15:11:51;;7936;-62;46.210324192602066;6.141949452743264;431.57703825431804;8;;76;BT
46:ed:12:21:b9:8c;;Misc;2024-10-03 15:11:51;;;-78;46.210324192602066;6.141949452743264;431.57703825431804;8;;76;BLE
46:bb:32:f5:de:6e;;Misc;2024-10-03 15:11:51;;7936;-82;46.210324192602066;6.141949452743264;431.57703825431804;8;;76;BLE
56:94:38:54:b1:09;;Misc;2024-10-03 15:11:53;;;-80;46.21032449504431;6.1419483584402155;431.6518983679518;6;;76;BLE
51:4f:f2:35:fd:69;;Misc;2024-10-03 15:11:53;;7936;-75;46.21032449504431;6.1419483584402155;431.6518983679518;6;;76;BLE
49:34:55:43:d8:45;;Misc;2024-10-03 15:11:53;;;-76;46.21032449504431;6.1419483584402155;431.6518983679518;6;;;BLE
e8:c8:7d:0b:aa:47;Inspire 2;Misc;2024-10-03 15:11:53;;7936;-81;46.21032449504431;6.1419483584402155;431.6518983679518;6;;;BLE
59:bd:b1:6b:2e:13;;Misc;2024-10-03 15:11:54;;7936;-69;46.210320386929304;6.141953806013816;431.67261371303135;6;;76;BLE
7d:d7:2d:f0:9c:42;;Misc;2024-10-03 15:11:54;;;-77;46.210320386929304;6.141953806013816;431.67261371303135;6;;76;BLE
d4:62:46:d6:93:60;;Misc;2024-10-03 15:11:54;;;-89;46.210320386929304;6.141953806013816;431.67261371303135;6;;76;BLE
64:1e:5b:22:96:2c;;Misc;2024-10-03 15:11:54;;7936;-78;46.210320386929304;6.141953806013816;431.67261371303135;6;;76;BLE
56:2d:1a:25:c6:04;;Misc;2024-10-03 15:11:55;;7936;-73;46.21031717733342;6.14196220666343;431.6297356955242;6;;76;BLE
65:00:59:a9:20:7c;;Misc;2024-10-03 15:11:55;;;-75;46.21031717733342;6.14196220666343;431.6297356955242;6;;76;BLE
61:98:7f:82:26:5f;;Misc;2024-10-03 15:11:55;;;-78;46.21031717733342;6.14196220666343;431.6297356955242;6;;;BLE
69:44:41:f4:c6:c2;;Misc;2024-10-03 15:11:55;;;-77;46.21031717733342;6.14196220666343;431.6297356955242;6;;76;BLE
75:6e:d2:c4:74:bb;;Misc;2024-10-03 15:11:57;;;-88;46.21031105996667;6.1419833328188576;431.8178254617471;6;;76;BLE
c0:a3:b6:5d:72:51;;Misc;2024-10-03 15:11:57;;;-79;46.21031105996667;6.1419833328188576;431.8178254617471;6;;76;BLE
63:ed:0b:63:42:9c;;Misc;2024-10-03 15:11:57;;;-80;46.21031105996667;6.1419833328188576;431.8178254617471;6;;76;BLE
6f:2a:a1:b3:a0:14;;Misc;2024-10-03 15:11:57;;;-82;46.21031105996667;6.1419833328188576;431.8178254617471;6;;76;BLE
4a:ef:c0:44:fd:91;LE_WF-1000XM5;Misc;2024-10-03 15:11:57;;7936;-70;46.21031105996667;6.1419833328188576;431.8178254617471;6;;;BLE
6d:ed:a9:01:ae:59;;Misc;2024-10-03 15:11:58;;;-77;46.21030633375512;6.141994368386682;431.88366237936367;6;;76;BLE
38:18:4c:4b:77:aa;LE_WH-1000XM3;Misc;2024-10-03 15:11:58;;;-77;46.21030633375512;6.141994368386682;431.88366237936367;6;;;BLE
7e:fb:f8:34:92:5f;;Misc;2024-10-03 15:11:58;;;-67;46.21030633375512;6.141994368386682;431.88366237936367;6;;76;BLE
df:2f:5c:90:f4:70;;Misc;2024-10-03 15:11:58;;;-70;46.21030633375512;6.141994368386682;431.88366237936367;6;;76;BLE
41:ac:b0:f7:20:9e;;Misc;2024-10-03 15:11:58;;;-85;46.21030633375512;6.141994368386682;431.88366237936367;6;;76;BLE
75:77:b4:bf:e0:7d;;Misc;2024-10-03 15:11:58;;;-73;46.21030633375512;6.141994368386682;431.88366237936367;6;;76;BLE
38:4c:25:0b:1a:29;;Misc;2024-10-03 15:11:58;;;-80;46.21030633375512;6.141994368386682;431.88366237936367;6;;;BLE
6a:72:03:26:5d:1d;;"Uncategorized;10";2024-10-03 15:12:00;;7936;-74;46.21029715739785;6.142012467003424;431.98520990252985;6;;76;BT
54:96:ac:33:9e:cb;;Misc;2024-10-03 15:12:00;;;-75;46.21029715739785;6.142012467003424;431.98520990252985;6;;76;BLE
f1:7f:20:47:9b:ea;;Misc;2024-10-03 15:12:00;;;-81;46.21029715739785;6.142012467003424;431.98520990252985;6;;76;BLE
e7:39:19:d5:00:b7;;Misc;2024-10-03 15:12:00;;;-83;46.21029715739785;6.142012467003424;431.98520990252985;6;;76;BLE
59:8a:90:8a:78:b8;;"Uncategorized;10";2024-10-03 15:12:00;;7936;-83;46.21029715739785;6.142012467003424;431.98520990252985;6;;76;BT
58:cd:fd:3b:71:81;;"Uncategorized;10";2024-10-03 15:12:01;;7936;-80;46.210294160158064;6.142016058899389;432.04222215349506;6;;76;BT
61:98:7f:82:26:5f;;Misc;2024-10-03 15:12:01;;;-72;46.210294160158064;6.142016058899389;432.04222215349506;6;;;BLE
5c:d6:9d:fd:2c:7e;;Uncategorized;2024-10-03 15:12:01;;7936;-81;46.210294160158064;6.142016058899389;432.04222215349506;6;;76;BLE
e9:3c:2e:8f:27:07;;Misc;2024-10-03 15:12:01;;;-87;46.210294160158064;6.142016058899389;432.04222215349506;6;;;BLE
da:22:5b:3a:18:63;;Misc;2024-10-03 15:12:03;;;-71;46.210288905897016;6.142021379197761;432.1199240610851;6;;76;BLE
7b:d3:fd:e7:96:c5;;"Uncategorized;10";2024-10-03 15:12:03;;7936;-68;46.210288905897016;6.142021379197761;432.1199240610851;6;;76;BT
49:34:08:e3:eb:2f;;Misc;2024-10-03 15:12:03;;;-71;46.210288905897016;6.142021379197761;432.1199240610851;6;;76;BLE
7a:78:eb:4d:db:9b;;Misc;2024-10-03 15:12:03;;;-87;46.210288905897016;6.142021379197761;432.1199240610851;6;;76;BLE
69:4a:3f:e2:8e:5c;;Uncategorized;2024-10-03 15:12:03;;7936;-63;46.210288905897016;6.142021379197761;432.1199240610851;6;;76;BT
74:50:e1:96:fd:f8;;Misc;2024-10-03 15:12:03;;;-83;46.210288905897016;6.142021379197761;432.1199240610851;6;;117;BLE
59:bd:b1:6b:2e:13;;Misc;2024-10-03 15:12:03;;7936;-64;46.210288905897016;6.142021379197761;432.1199240610851;6;;76;BLE
5a:ee:22:65:80:5f;;Misc;2024-10-03 15:12:03;;;-82;46.210288905897016;6.142021379197761;432.1199240610851;6;;76;BLE
40:b4:1c:e9:2d:9c;;Misc;2024-10-03 15:12:04;;7936;-83;46.21028397909861;6.142024839634769;432.1418009333876;6;;76;BLE
7c:6c:d0:14:4a:de;;Uncategorized;2024-10-03 15:12:04;;7936;-52;46.21028397909861;6.142024839634769;432.1418009333876;6;;76;BT
74:50:e1:96:fd:f8;;Misc;2024-10-03 15:12:04;;;-72;46.21028397909861;6.142024839634769;432.1418009333876;6;;117;BLE
ce:b4:38:1f:5f:40;;Misc;2024-10-03 15:12:05;;;-75;46.210278534852044;6.1420284493434725;432.16994534591606;6;;76;BLE
70:23:de:41:69:5d;;Misc;2024-10-03 15:12:05;;7936;-86;46.210278534852044;6.1420284493434725;432.16994534591606;6;;76;BLE
7c:6c:d0:14:4a:de;;Uncategorized;2024-10-03 15:12:05;;7936;-44;46.210278534852044;6.1420284493434725;432.16994534591606;6;;76;BT
69:a1:a5:f2:c6:cc;;Misc;2024-10-03 15:12:05;;;-84;46.210278534852044;6.1420284493434725;432.16994534591606;6;;76;BLE
77:54:f0:db:ca:7d;;Misc;2024-10-03 15:12:05;;;-65;46.210278534852044;6.1420284493434725;432.16994534591606;6;;;BLE
77:54:f0:db:ca:7d;;Misc;2024-10-03 15:12:07;;;-60;46.21026818077554;6.142036831889876;432.25425595293757;6;;;BLE
54:53:f1:1b:06:ae;;Misc;2024-10-03 15:12:07;;;-71;46.21026818077554;6.142036831889876;432.25425595293757;6;;76;BLE
7a:b5:c6:da:81:c8;;"Uncategorized;10";2024-10-03 15:12:07;;7936;-68;46.21026818077554;6.142036831889876;432.25425595293757;6;;76;BT
6a:72:03:26:5d:1d;;"Uncategorized;10";2024-10-03 15:12:07;;7936;-69;46.21026818077554;6.142036831889876;432.25425595293757;6;;76;BT
5c:3e:1b:4e:ed:78;;Misc;2024-10-03 15:12:08;;7936;-81;46.21026587544276;6.142039095942343;432.27927684886015;6;;76;BLE
42:33:83:fe:dd:39;;Misc;2024-10-03 15:12:08;;;-60;46.21026587544276;6.142039095942343;432.27927684886015;6;;76;BLE
46:e2:79:7c:a0:b5;;"Uncategorized;10";2024-10-03 15:12:08;;7936;-81;46.21026587544276;6.142039095942343;432.27927684886015;6;;76;BT
e0:28:45:e9:e3:98;;Misc;2024-10-03 15:12:08;;;-81;46.21026587544276;6.142039095942343;432.27927684886015;6;;76;BLE
6f:8f:ec:fc:83:75;;Misc;2024-10-03 15:12:08;;;-89;46.21026587544276;6.142039095942343;432.27927684886015;6;;76;BLE
72:51:27:c8:b5:f4;;Misc;2024-10-03 15:12:08;;7936;-77;46.21026587544276;6.142039095942343;432.27927684886015;6;;76;BLE
70:23:de:41:69:5d;;Misc;2024-10-03 15:12:08;;7936;-74;46.21026587544276;6.142039095942343;432.27927684886015;6;;76;BLE
d7:23:59:0f:22:e6;;Misc;2024-10-03 15:12:08;;;-69;46.21026587544276;6.142039095942343;432.27927684886015;6;;76;BLE
45:d7:4f:e6:4f:8c;;Misc;2024-10-03 15:12:10;;;-76;46.2102633330234;6.142041059021547;432.2671956672218;6;;76;BLE
48:d1:41:f8:7e:da;;Misc;2024-10-03 15:12:10;;;-90;46.2102633330234;6.142041059021547;432.2671956672218;6;;;BLE
f0:28:03:ed:c4:05;;Misc;2024-10-03 15:12:10;;;-56;46.2102633330234;6.142041059021547;432.2671956672218;6;;76;BLE
50:c2:bb:3e:58:b8;;Misc;2024-10-03 15:12:10;;7936;-86;46.2102633330234;6.142041059021547;432.2671956672218;6;;76;BLE
4b:59:50:01:16:ae;;Misc;2024-10-03 15:12:10;;;-71;46.2102633330234;6.142041059021547;432.2671956672218;6;;;BLE
52:a5:39:a9:38:64;;Misc;2024-10-03 15:12:10;;;-80;46.2102633330234;6.142041059021547;432.2671956672218;6;;;BLE
51:bf:97:40:15:5c;;Misc;2024-10-03 15:12:11;;7936;-50;46.210262294616264;6.142041703793664;432.25913652673495;6;;76;BLE
72:04:a2:87:07:59;;"Uncategorized;10";2024-10-03 15:12:11;;;-57;46.210262294616264;6.142041703793664;432.25913652673495;6;;76;BT
50:c2:bb:3e:58:b8;;Misc;2024-10-03 15:12:11;;7936;-76;46.210262294616264;6.142041703793664;432.25913652673495;6;;76;BLE
5a:ee:22:65:80:5f;;Misc;2024-10-03 15:12:11;;;-77;46.210262294616264;6.142041703793664;432.25913652673495;6;;76;BLE
51:9b:58:3e:59:7b;;Misc;2024-10-03 15:12:12;;7936;-76;46.21026131401629;6.1420427945602505;432.2507362983295;6;;76;BLE
f4:d4:56:c0:64:d7;;Misc;2024-10-03 15:12:12;;;-76;46.21026131401629;6.1420427945602505;432.2507362983295;6;;76;BLE
74:51:03:68:8d:97;;Misc;2024-10-03 15:12:12;;;-79;46.21026131401629;6.1420427945602505;432.2507362983295;6;;76;BLE
cf:2d:d5:4f:c4:3e;;Misc;2024-10-03 15:12:12;;;-85;46.21026131401629;6.1420427945602505;432.2507362983295;6;;;BLE
43:4e:d5:da:2e:5a;;Misc;2024-10-03 15:12:12;;;-83;46.21026131401629;6.1420427945602505;432.2507362983295;6;;76;BLE
58:16:06:5c:c7:a1;LE-Bose QC45;Misc;2024-10-03 15:12:12;;;-80;46.21026131401629;6.1420427945602505;432.2507362983295;6;;;BLE
69:03:a6:6e:1d:f3;;"Uncategorized;10";2024-10-03 15:12:13;;7936;-81;46.210260608395764;6.142043779455825;432.2525766651784;6;;;BT
41:ac:b0:f7:20:9e;;Misc;2024-10-03 15:12:13;;;-75;46.210260608395764;6.142043779455825;432.2525766651784;6;;76;BLE
5f:2c:ea:b3:8e:c1;;Misc;2024-10-03 15:12:13;;;-69;46.210260608395764;6.142043779455825;432.2525766651784;6;;76;BLE
5c:e0:bf:78:f8:c6;;"Uncategorized;10";2024-10-03 15:12:13;;7936;-66;46.210260608395764;6.142043779455825;432.2525766651784;6;;76;BT
8c:3b:4a:91:da:d8;FEE2X-S20-FEE2;"Uncategorized;10";2024-10-03 15:12:14;;7936;-61;46.21026013075547;6.142044435933678;432.274454806651;6;;;BT
59:bd:b1:6b:2e:13;;Misc;2024-10-03 15:12:14;;7936;-56;46.21026013075547;6.142044435933678;432.274454806651;6;;76;BLE
64:1e:5b:22:96:2c;;Misc;2024-10-03 15:12:14;;7936;-68;46.21026013075547;6.142044435933678;432.274454806651;6;;76;BLE
ee:36:d4:d4:da:4d;Inspire 3;Misc;2024-10-03 15:12:14;;7936;-77;46.21026013075547;6.142044435933678;432.274454806651;6;;;BLE
f2:bd:a3:8d:9a:7d;;Misc;2024-10-03 15:12:14;;;-75;46.21026013075547;6.142044435933678;432.274454806651;6;;76;BLE
da:8b:6a:a1:84:99;;Misc;2024-10-03 15:12:14;;;-71;46.21026013075547;6.142044435933678;432.274454806651;6;;76;BLE
d9:b5:0e:9a:24:4b;;Misc;2024-10-03 15:12:14;;;-82;46.21026013075547;6.142044435933678;432.274454806651;6;;76;BLE
c8:ae:09:ba:14:d9;;Misc;2024-10-03 15:12:14;;;-72;46.21026013075547;6.142044435933678;432.274454806651;6;;76;BLE
40:0b:5c:05:5e:3b;;Uncategorized;2024-10-03 15:12:14;;7936;-81;46.21026013075547;6.142044435933678;432.274454806651;6;;;BT
e8:c8:7d:0b:aa:47;Inspire 2;Misc;2024-10-03 15:12:15;;7936;-71;46.2102597860005;6.142044648939402;432.29122365805233;6;;;BLE
70:23:de:41:69:5d;;Misc;2024-10-03 15:12:15;;7936;-68;46.2102597860005;6.142044648939402;432.29122365805233;6;;76;BLE
5a:0e:9d:e3:9c:25;;"Uncategorized;10";2024-10-03 15:12:15;;7936;-77;46.2102597860005;6.142044648939402;432.29122365805233;6;;;BT
5a:0e:9d:e3:9c:25;;"Uncategorized;10";2024-10-03 15:12:15;;7936;-77;46.2102597860005;6.142044648939402;432.29122365805233;6;;76;BT
df:a3:20:8f:b6:b3;;Misc;2024-10-03 15:12:15;;;-52;46.2102597860005;6.142044648939402;432.29122365805233;6;;76;BLE
54:96:ac:33:9e:cb;;Misc;2024-10-03 15:12:15;;;-63;46.2102597860005;6.142044648939402;432.29122365805233;6;;76;BLE
f1:80:c2:c6:92:9c;;Misc;2024-10-03 15:12:15;;;-83;46.2102597860005;6.142044648939402;432.29122365805233;6;;76;BLE
74:36:92:1d:29:57;;"Uncategorized;10";2024-10-03 15:12:15;;7936;-72;46.2102597860005;6.142044648939402;432.29122365805233;6;;;BT
40:b4:1c:e9:2d:9c;;Misc;2024-10-03 15:12:15;;7936;-75;46.2102597860005;6.142044648939402;432.29122365805233;6;;76;BLE
64:05:61:e6:b0:b7;;"Uncategorized;10";2024-10-03 15:12:16;;7936;-64;46.21025942595481;6.142044466386553;432.312665409135;6;;76;BT
7c:58:da:aa:b5:ec;;"Uncategorized;10";2024-10-03 15:12:16;;7936;-78;46.21025942595481;6.142044466386553;432.312665409135;6;;;BT
4a:ef:c0:44:fd:91;LE_WF-1000XM5;Misc;2024-10-03 15:12:17;;7936;-64;46.210259115841474;6.142044240736851;432.34228127190494;6;;;BLE
d6:e9:d8:81:3f:7b;;Misc;2024-10-03 15:12:17;;;-64;46.210259115841474;6.142044240736851;432.34228127190494;6;;76;BLE
d2:84:ff:e6:07:fa;;Misc;2024-10-03 15:12:17;;;-72;46.210259115841474;6.142044240736851;432.34228127190494;6;;76;BLE
53:82:b8:b7:31:55;;Misc;2024-10-03 15:12:17;;;-78;46.210259115841474;6.142044240736851;432.34228127190494;6;;76;BLE
52:82:5b:25:c0:5d;;"Uncategorized;10";2024-10-03 15:12:17;;7936;-80;46.210259115841474;6.142044240736851;432.34228127190494;6;;;BT
44:8d:e6:99:80:e2;;"Uncategorized;10";2024-10-03 15:12:17;;7936;-78;46.210259115841474;6.142044240736851;432.34228127190494;6;;;BT
4f:22:62:08:e5:92;;"Uncategorized;10";2024-10-03 15:12:17;;7936;-58;46.210259115841474;6.142044240736851;432.34228127190494;6;;;BT
52:82:5b:25:c0:5d;;"Uncategorized;10";2024-10-03 15:12:18;;7936;-80;46.21025890589794;6.142043912467213;432.3861776313472;6;;76;BT
72:e8:8a:81:ee:44;;"Uncategorized;10";2024-10-03 15:12:18;;7936;-63;46.21025890589794;6.142043912467213;432.3861776313472;6;;76;BT
69:03:a6:6e:1d:f3;;"Uncategorized;10";2024-10-03 15:12:18;;7936;-63;46.21025890589794;6.142043912467213;432.3861776313472;6;;117;BT
77:54:f0:db:ca:7d;;Misc;2024-10-03 15:12:18;;;-54;46.21025890589794;6.142043912467213;432.3861776313472;6;;;BLE
46:3a:7e:54:8c:e7;;"Uncategorized;10";2024-10-03 15:12:18;;7936;-95;46.21025890589794;6.142043912467213;432.3861776313472;6;;;BT
46:41:4a:dd:00:71;;Uncategorized;2024-10-03 15:12:19;;7936;-65;46.210258703306366;6.14204351945598;432.40115439252867;6;;76;BLE
64:2b:0d:19:4f:7d;;"Uncategorized;10";2024-10-03 15:12:19;;7936;-88;46.210258703306366;6.14204351945598;432.40115439252867;6;;;BT
64:2b:0d:19:4f:7d;;"Uncategorized;10";2024-10-03 15:12:19;;7936;-88;46.210258703306366;6.14204351945598;432.40115439252867;6;;76;BT
73:e1:c1:c1:6b:15;;"Uncategorized;10";2024-10-03 15:12:19;;7936;-63;46.210258703306366;6.14204351945598;432.40115439252867;6;;76;BT
14:13:0b:65:b6:c3;;Misc;2024-10-03 15:12:19;;7936;-70;46.210258703306366;6.14204351945598;432.40115439252867;6;;135;BLE
51:a9:f3:97:71:a0;;"Uncategorized;10";2024-10-03 15:12:19;;7936;-73;46.210258703306366;6.14204351945598;432.40115439252867;6;;;BT
51:a9:f3:97:71:a0;;"Uncategorized;10";2024-10-03 15:12:21;;7936;-73;46.210258201762606;6.142041835438689;432.42873992897364;8;;76;BT
7a:b5:c6:da:81:c8;;"Uncategorized;10";2024-10-03 15:12:21;;7936;-58;46.210258201762606;6.142041835438689;432.42873992897364;8;;76;BT
53:af:94:11:60:42;;"Uncategorized;10";2024-10-03 15:12:21;;7936;-87;46.210258201762606;6.142041835438689;432.42873992897364;8;;;BT
6b:0f:85:d6:24:cb;;Misc;2024-10-03 15:12:22;;;-84;46.2102561553471;6.142038770587193;432.39899531294554;8;;76;BLE
5e:d7:7a:b3:eb:38;;Misc;2024-10-03 15:12:22;;;-56;46.2102561553471;6.142038770587193;432.39899531294554;8;;76;BLE
6a:72:03:26:5d:1d;;"Uncategorized;10";2024-10-03 15:12:22;;7936;-56;46.2102561553471;6.142038770587193;432.39899531294554;8;;76;BT
59:fb:b1:f1:a9:2e;;Misc;2024-10-03 15:12:22;;7936;-71;46.2102561553471;6.142038770587193;432.39899531294554;8;;76;BLE
63:07:05:f8:25:90;;Misc;2024-10-03 15:12:24;;7936;-85;46.210247208921075;6.1420338939904005;432.4009205050449;8;;76;BLE
f4:06:ce:16:d2:52;;Misc;2024-10-03 15:12:24;;;-81;46.210247208921075;6.1420338939904005;432.4009205050449;8;;76;BLE
4f:22:62:08:e5:92;;"Uncategorized;10";2024-10-03 15:12:24;;7936;-61;46.210247208921075;6.1420338939904005;432.4009205050449;8;;76;BT
4b:e8:e6:e0:10:84;;Misc;2024-10-03 15:12:24;;7936;-85;46.210247208921075;6.1420338939904005;432.4009205050449;8;;76;BLE
76:80:be:a1:01:28;;Misc;2024-10-03 15:12:24;;;-85;46.210247208921075;6.1420338939904005;432.4009205050449;8;;76;BLE
d2:06:83:9a:5f:c7;;Misc;2024-10-03 15:12:24;;;-85;46.210247208921075;6.1420338939904005;432.4009205050449;8;;76;BLE
