MAC;SSID;AuthMode;FirstSeen;Channel;Frequency;RSSI;CurrentLatitude;CurrentLongitude;AltitudeMeters;AccuracyMeters;RCOIs;MfgrId;Type
a8:5b:f7:2e:38:72;HES-GUEST;[ESS];2024-10-03 12:46:52;116;5580;-84;46.20872229352953;6.119509708312217;480.1023807587243;128;;;WIFI
a8:5b:f7:28:dc:90;;[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS];2024-10-03 12:46:52;128;5640;-82;46.20872229352953;6.119509708312217;480.1023807587243;128;;;WIFI
da:c4:6a:d1:b7:27;AndroidAP;[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS];2024-10-03 12:46:52;6;2437;-77;46.20872229352953;6.119509708312217;480.1023807587243;128;;;WIFI
a8:5b:f7:28:dc:92;HES-GUEST;[ESS];2024-10-03 12:46:52;128;5640;-82;46.20872229352953;6.119509708312217;480.1023807587243;128;;;WIFI
a8:5b:f7:28:dc:81;eduroam;[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS];2024-10-03 12:46:52;1;2412;-69;46.20872229352953;6.119509708312217;480.1023807587243;128;;;WIFI
96:ca:bc:02:38:33;Talie Iphone 6;[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][MFPC];2024-10-03 12:46:52;44;5220;-91;46.20872229352953;6.119509708312217;480.1023807587243;128;;;WIFI
a8:5b:f7:28:dc:91;eduroam;[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS];2024-10-03 12:46:52;128;5640;-82;46.20872229352953;6.119509708312217;480.1023807587243;128;;;WIFI
a2:ad:61:48:d3:59;Redmi 9C;[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS];2024-10-03 12:46:52;6;2437;-80;46.20872229352953;6.119509708312217;480.1023807587243;128;;;WIFI
a8:5b:f7:2e:38:70;;[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS];2024-10-03 12:46:52;116;5580;-84;46.20872229352953;6.119509708312217;480.1023807587243;128;;;WIFI
f4:6a:dd:3a:72:93;ClickShare-1862528391;[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][MFPC];2024-10-03 12:46:52;36;5180;-90;46.20872229352953;6.119509708312217;480.1023807587243;128;;;WIFI
a8:5b:f7:2e:38:71;eduroam;[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS];2024-10-03 12:46:52;116;5580;-84;46.20872229352953;6.119509708312217;480.1023807587243;128;;;WIFI
a8:5b:f7:2b:d8:52;HES-GUEST;[ESS];2024-10-03 12:46:52;40;5200;-70;46.20872229352953;6.119509708312217;480.1023807587243;128;;;WIFI
a8:5b:f7:2b:d8:41;eduroam;[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS];2024-10-03 12:46:52;11;2462;-59;46.20872229352953;6.119509708312217;480.1023807587243;128;;;WIFI
a8:5b:f7:2b:d8:42;HES-GUEST;[ESS];2024-10-03 12:46:52;11;2462;-59;46.20872229352953;6.119509708312217;480.1023807587243;128;;;WIFI
a8:5b:f7:28:dc:82;HES-GUEST;[ESS];2024-10-03 12:46:52;1;2412;-67;46.20872229352953;6.119509708312217;480.1023807587243;128;;;WIFI
1a:94:7b:b8:65:a3;AndroidTam;[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS];2024-10-03 12:46:52;1;2412;-73;46.20872229352953;6.119509708312217;480.1023807587243;128;;;WIFI
a8:5b:f7:2b:d8:51;eduroam;[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS];2024-10-03 12:46:52;40;5200;-71;46.20872229352953;6.119509708312217;480.1023807587243;128;;;WIFI
22802_42000_9076481;Sunrise Communications AG;"LTE;ch";2024-10-03 12:46:52;1850;1850;-113;46.20872229352953;6.119509708312217;480.1023807587243;128;;;GSM
22802_42000_9076481;Sunrise Communications AG;"LTE;ch";2024-10-03 12:46:52;1850;1850;-100;46.20872229352953;6.119509708312217;480.1023807587243;128;;;GSM
56:9a:47:48:d3:9e;;"Uncategorized;10";2024-10-03 12:47:01;;7936;-62;46.208780744578725;6.119520680399528;447.691081037046;96;;;BT
5b:be:74:13:08:4f;;"Uncategorized;10";2024-10-03 12:47:01;;7936;-85;46.208780744578725;6.119520680399528;447.691081037046;96;;;BT
67:20:eb:97:56:ca;;"Uncategorized;10";2024-10-03 12:47:01;;7936;-79;46.208780744578725;6.119520680399528;447.691081037046;96;;;BT
63:64:aa:c5:23:6b;;"Uncategorized;10";2024-10-03 12:47:01;;7936;-79;46.208780744578725;6.119520680399528;447.691081037046;96;;;BT
5d:12:60:bb:a1:c6;;"Uncategorized;10";2024-10-03 12:47:01;;7936;-55;46.208780744578725;6.119520680399528;447.691081037046;96;;;BT
61:22:ac:3a:5d:13;;"Uncategorized;10";2024-10-03 12:47:01;;7936;-78;46.208780744578725;6.119520680399528;447.691081037046;96;;;BT
7f:55:72:b6:c8:05;;"Uncategorized;10";2024-10-03 12:47:01;;7936;-85;46.208780744578725;6.119520680399528;447.691081037046;96;;;BT
40:9f:a8:d2:fe:d0;;"Uncategorized;10";2024-10-03 12:47:01;;7936;-88;46.208780744578725;6.119520680399528;447.691081037046;96;;;BT
62:a7:09:18:4e:be;;"Uncategorized;10";2024-10-03 12:47:01;;7936;-47;46.208780744578725;6.119520680399528;447.691081037046;96;;;BT
59:2c:56:3e:f6:00;;"Uncategorized;10";2024-10-03 12:47:01;;7936;-85;46.208780744578725;6.119520680399528;447.691081037046;96;;;BT
0b:dd:c7:dd:22:64;;"Uncategorized;10";2024-10-03 12:47:02;;7936;-72;46.20877789920528;6.119519692194173;447.6954378497317;96;;;BT
08:61:35:e4:09:ba;;"Uncategorized;10";2024-10-03 12:47:02;;7936;-84;46.20877789920528;6.119519692194173;447.6954378497317;96;;;BT
57:a5:a5:d8:51:00;;"Uncategorized;10";2024-10-03 12:47:02;;7936;-61;46.20877789920528;6.119519692194173;447.6954378497317;96;;;BT
5d:1d:86:dd:5b:4c;;"Uncategorized;10";2024-10-03 12:47:02;;7936;-74;46.20877789920528;6.119519692194173;447.6954378497317;96;;;BT
4f:55:96:9d:ed:b0;;"Uncategorized;10";2024-10-03 12:47:02;;7936;-82;46.20877789920528;6.119519692194173;447.6954378497317;96;;;BT
4f:24:ae:cf:9a:ba;;"Uncategorized;10";2024-10-03 12:47:02;;7936;-87;46.20877789920528;6.119519692194173;447.6954378497317;96;;;BT
52:02:f7:e3:71:de;;"Uncategorized;10";2024-10-03 12:47:02;;7936;-61;46.20877789920528;6.119519692194173;447.6954378497317;96;;;BT
62:5c:16:4e:6e:49;;"Uncategorized;10";2024-10-03 12:47:02;;7936;-64;46.20877789920528;6.119519692194173;447.6954378497317;96;;;BT
47:bb:c3:5e:6e:70;;"Uncategorized;10";2024-10-03 12:47:03;;7936;-66;46.20877581887226;6.119519010270442;448.93685455405466;300;;;BT
56:6c:3d:30:5c:49;;"Uncategorized;10";2024-10-03 12:47:03;;7936;-81;46.20877581887226;6.119519010270442;448.93685455405466;300;;;BT
4b:3e:a7:50:9a:69;;"Uncategorized;10";2024-10-03 12:47:03;;7936;-73;46.20877581887226;6.119519010270442;448.93685455405466;300;;;BT
a4:83:e7:84:43:62;;"Uncategorized;10";2024-10-03 12:47:03;;7936;-82;46.20877581887226;6.119519010270442;448.93685455405466;300;;;BT
6c:96:88:69:6f:b2;;"Uncategorized;10";2024-10-03 12:47:03;;7936;-85;46.20877581887226;6.119519010270442;448.93685455405466;300;;;BT
54:19:f4:34:7a:ae;;"Uncategorized;10";2024-10-03 12:47:03;;7936;-83;46.20877581887226;6.119519010270442;448.93685455405466;300;;;BT
43:f4:26:f1:7d:c7;;"Uncategorized;10";2024-10-03 12:47:03;;7936;-86;46.20877581887226;6.119519010270442;448.93685455405466;300;;;BT
07:aa:a4:cb:3f:08;;"Uncategorized;10";2024-10-03 12:47:03;;7936;-90;46.20877581887226;6.119519010270442;448.93685455405466;300;;;BT
a8:5b:f7:2e:38:72;HES-GUEST;[ESS];2024-10-03 12:47:04;116;5580;-76;46.20877366437469;6.119517485334047;448.94217122177906;96;;;WIFI
f4:6a:dd:30:1a:f5;ClickShare-1862528393;[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][MFPC];2024-10-03 12:47:04;36;5180;-92;46.20877366437469;6.119517485334047;448.94217122177906;96;;;WIFI
a8:5b:f7:28:dc:80;;[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS];2024-10-03 12:47:04;1;2412;-73;46.20877366437469;6.119517485334047;448.94217122177906;96;;;WIFI
a8:5b:f7:2b:d8:52;HES-GUEST;[ESS];2024-10-03 12:47:04;40;5200;-64;46.20877366437469;6.119517485334047;448.94217122177906;96;;;WIFI
b0:1f:8c:06:d9:f2;HES-GUEST;[ESS];2024-10-03 12:47:04;132;5660;-92;46.20877366437469;6.119517485334047;448.94217122177906;96;;;WIFI
b0:1f:8c:06:d9:f0;;[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS];2024-10-03 12:47:04;132;5660;-92;46.20877366437469;6.119517485334047;448.94217122177906;96;;;WIFI
a8:5b:f7:2b:d8:50;;[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS];2024-10-03 12:47:04;40;5200;-64;46.20877366437469;6.119517485334047;448.94217122177906;96;;;WIFI
da:6f:dc:67:51:e1;Redmi Note 13 Pro 5G;[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS];2024-10-03 12:47:04;6;2437;-88;46.20877366437469;6.119517485334047;448.94217122177906;96;;;WIFI
a8:5b:f7:2b:d8:51;eduroam;[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS];2024-10-03 12:47:04;40;5200;-64;46.20877366437469;6.119517485334047;448.94217122177906;96;;;WIFI
60:08:5c:02:50:84;;"Uncategorized;10";2024-10-03 12:47:04;;7936;-77;46.20877366437469;6.119517485334047;448.94217122177906;96;;;BT
5b:3c:b4:0e:85:f9;;"Uncategorized;10";2024-10-03 12:47:04;;7936;-47;46.20877366437469;6.119517485334047;448.94217122177906;96;;;BT
1c:c5:22:3f:65:f3;;"Uncategorized;10";2024-10-03 12:47:04;;7936;-86;46.20877366437469;6.119517485334047;448.94217122177906;96;;;BT
64:53:67:7c:c2:2a;;"Uncategorized;10";2024-10-03 12:47:04;;7936;-80;46.20877366437469;6.119517485334047;448.94217122177906;96;;;BT
5a:8f:e1:3f:65:e9;;"Uncategorized;10";2024-10-03 12:47:04;;7936;-85;46.20877366437469;6.119517485334047;448.94217122177906;96;;;BT
55:ff:35:de:f3:44;;"Uncategorized;10";2024-10-03 12:47:04;;7936;-63;46.20877366437469;6.119517485334047;448.94217122177906;96;;;BT
73:8c:b9:26:86:d8;;"Uncategorized;10";2024-10-03 12:47:04;;7936;-54;46.20877366437469;6.119517485334047;448.94217122177906;96;;;BT
4e:f8:13:e7:ef:3f;;"Uncategorized;10";2024-10-03 12:47:04;;7936;-62;46.20877366437469;6.119517485334047;448.94217122177906;96;;;BT
5e:7a:b9:c7:cd:14;;"Uncategorized;10";2024-10-03 12:47:04;;7936;-87;46.20877366437469;6.119517485334047;448.94217122177906;96;;;BT
3c:24:8a:dd:6d:00;;"Uncategorized;10";2024-10-03 12:47:05;;7936;-67;46.2087705738419;6.1195161548955745;448.26996694956904;300;;;BT
28:de:65:67:8f:7c;;"Uncategorized;10";2024-10-03 12:47:05;;7936;-72;46.2087705738419;6.1195161548955745;448.26996694956904;300;;;BT
59:7e:fb:a2:d4:c1;;"Uncategorized;10";2024-10-03 12:47:05;;7936;-85;46.2087705738419;6.1195161548955745;448.26996694956904;300;;;BT
78:f4:ba:c4:82:ae;;"Uncategorized;10";2024-10-03 12:47:05;;7936;-89;46.2087705738419;6.1195161548955745;448.26996694956904;300;;;BT
4d:b2:36:2d:fe:ac;;"Uncategorized;10";2024-10-03 12:47:05;;7936;-84;46.2087705738419;6.1195161548955745;448.26996694956904;300;;;BT
46:78:ac:ad:12:c1;;"Uncategorized;10";2024-10-03 12:47:05;;7936;-76;46.2087705738419;6.1195161548955745;448.26996694956904;300;;;BT
4f:d1:7a:55:b2:13;;"Uncategorized;10";2024-10-03 12:47:05;;7936;-69;46.2087705738419;6.1195161548955745;448.26996694956904;300;;;BT
0f:a8:85:a4:1b:67;;"Uncategorized;10";2024-10-03 12:47:05;;7936;-46;46.2087705738419;6.1195161548955745;448.26996694956904;300;;;BT
66:74:23:65:b0:6d;;"Uncategorized;10";2024-10-03 12:47:05;;7936;-80;46.2087705738419;6.1195161548955745;448.26996694956904;300;;;BT
65:06:f2:a4:bc:03;;"Uncategorized;10";2024-10-03 12:47:05;;7936;-66;46.2087705738419;6.1195161548955745;448.26996694956904;300;;;BT
6b:b5:75:cb:76:ab;;"Uncategorized;10";2024-10-03 12:47:05;;7936;-89;46.2087705738419;6.1195161548955745;448.26996694956904;300;;;BT
42:7b:ad:6f:1f:5d;;"Uncategorized;10";2024-10-03 12:47:06;;7936;-89;46.20876982517301;6.119515401813035;435.6492911825211;128;;;BT
5a:d7:eb:a9:5b:11;;"Uncategorized;10";2024-10-03 12:47:06;;7936;-88;46.20876982517301;6.119515401813035;435.6492911825211;128;;;BT
75:ee:eb:0f:6f:c4;;"Uncategorized;10";2024-10-03 12:47:06;;7936;-89;46.20876982517301;6.119515401813035;435.6492911825211;128;;;BT
a8:5b:f7:2e:38:61;eduroam;[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS];2024-10-03 12:47:07;6;2437;-78;46.20876746040795;6.11951407503824;423.981478850852;128;;;WIFI
a8:5b:f7:2e:38:62;HES-GUEST;[ESS];2024-10-03 12:47:07;6;2437;-78;46.20876746040795;6.11951407503824;423.981478850852;128;;;WIFI
28:24:ff:7a:85:28;ClickShare-1872171356 Etage 3;[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS];2024-10-03 12:47:07;1;2412;-81;46.20876746040795;6.11951407503824;423.981478850852;128;;;WIFI
77:8c:2c:7f:6c:57;;"Uncategorized;10";2024-10-03 12:47:07;;7936;-63;46.20876746040795;6.11951407503824;423.981478850852;128;;;BT
46:1c:06:a2:ef:b7;;"Uncategorized;10";2024-10-03 12:47:07;;7936;-75;46.20876746040795;6.11951407503824;423.981478850852;128;;;BT
58:08:61:e9:9d:a4;;"Uncategorized;10";2024-10-03 12:47:08;;7936;-84;46.20876574622758;6.119513174073341;421.5850298065188;250;;;BT
4a:9a:c1:38:e0:7d;;"Uncategorized;10";2024-10-03 12:47:08;;7936;-62;46.20876574622758;6.119513174073341;421.5850298065188;250;;;BT
41:6c:76:a5:27:31;;"Uncategorized;10";2024-10-03 12:47:08;;7936;-88;46.20876574622758;6.119513174073341;421.5850298065188;250;;;BT
7b:44:30:d1:80:fe;;"Uncategorized;10";2024-10-03 12:47:08;;7936;-88;46.20876574622758;6.119513174073341;421.5850298065188;250;;;BT
7f:85:49:8d:44:b8;;"Uncategorized;10";2024-10-03 12:47:08;;7936;-91;46.20876574622758;6.119513174073341;421.5850298065188;250;;;BT
7d:64:57:eb:e4:da;;"Uncategorized;10";2024-10-03 12:47:09;;7936;-69;46.20876538905179;6.119512599356291;423.72541070225924;128;;;BT
41:b7:99:c3:de:dc;;"Uncategorized;10";2024-10-03 12:47:09;;7936;-80;46.20876538905179;6.119512599356291;423.72541070225924;128;;;BT
5f:df:d6:82:a3:e0;;"Uncategorized;10";2024-10-03 12:47:09;;7936;-85;46.20876538905179;6.119512599356291;423.72541070225924;128;;;BT
75:28:f6:51:47:65;;"Uncategorized;10";2024-10-03 12:47:09;;7936;-68;46.20876538905179;6.119512599356291;423.72541070225924;128;;;BT
59:02:20:d2:05:44;;"Uncategorized;10";2024-10-03 12:47:09;;7936;-87;46.20876538905179;6.119512599356291;423.72541070225924;128;;;BT
61:07:10:22:b3:cc;;"Uncategorized;10";2024-10-03 12:47:10;;7936;-67;46.208764361238146;6.119511777409872;436.9298082719202;200;;;BT
61:0f:4b:3d:ce:96;;"Uncategorized;10";2024-10-03 12:47:10;;7936;-52;46.208764361238146;6.119511777409872;436.9298082719202;200;;;BT
b0:1f:8c:06:d9:f1;eduroam;[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS];2024-10-03 12:47:10;132;5660;-92;46.208764361238146;6.119511777409872;436.9298082719202;200;;;WIFI
71:09:bf:a3:26:99;;"Uncategorized;10";2024-10-03 12:47:10;;7936;-82;46.208764361238146;6.119511777409872;436.9298082719202;200;;;BT
79:5b:9d:c5:49:9d;;"Uncategorized;10";2024-10-03 12:47:10;;7936;-82;46.208764361238146;6.119511777409872;436.9298082719202;200;;;BT
39:6f:73:09:30:27;;"Uncategorized;10";2024-10-03 12:47:10;;7936;-89;46.208764361238146;6.119511777409872;436.9298082719202;200;;;BT
2e:0a:4b:c8:2c:0b;;[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][MFPC];2024-10-03 12:47:13;44;5220;-85;46.208762714698324;6.119510143428832;443.2257370310177;200;;;WIFI
74:f7:67:36:86:1c;;"Uncategorized;10";2024-10-03 12:47:21;;7936;-89;46.20871132709779;6.1194875686773;467.41202612315874;96;;;BT
75:c6:f5:28:a0:4d;;"Uncategorized;10";2024-10-03 12:47:21;;7936;-77;46.20871132709779;6.1194875686773;467.41202612315874;96;;;BT
40:6b:2d:f5:fd:53;;"Uncategorized;10";2024-10-03 12:47:21;;7936;-89;46.20871132709779;6.1194875686773;467.41202612315874;96;;;BT
50:3b:41:e6:e5:30;;"Uncategorized;10";2024-10-03 12:47:21;;7936;-88;46.20871132709779;6.1194875686773;467.41202612315874;96;;;BT
46:c5:ee:00:56:ac;;"Uncategorized;10";2024-10-03 12:47:21;;7936;-90;46.20871132709779;6.1194875686773;467.41202612315874;96;;;BT
4b:3e:a7:50:9a:69;;"Uncategorized;10";2024-10-03 12:47:21;;7936;-63;46.20871132709779;6.1194875686773;467.41202612315874;96;;;BT
5d:1d:86:dd:5b:4c;;"Uncategorized;10";2024-10-03 12:47:21;;7936;-63;46.20871132709779;6.1194875686773;467.41202612315874;96;;;BT
4d:b2:36:2d:fe:ac;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-73;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
78:bb:ce:c3:ef:00;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-77;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
40:0c:51:6d:a8:58;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-84;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
79:5b:9d:c5:49:9d;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-75;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
4f:b1:2f:2f:76:c9;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-82;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
59:7d:39:16:d9:f9;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-91;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
40:9f:a8:d2:fe:d0;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-82;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
64:c8:a3:4e:bf:0c;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-65;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
4f:d1:7a:55:b2:13;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-62;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
8c:ce:fd:75:6a:28;Xiaomi Band 8 Active 6A28;"Uncategorized;10";2024-10-03 12:47:22;;7936;-71;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
50:52:a8:d5:99:45;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-89;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
59:8b:7d:73:94:a5;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-85;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
50:43:6c:81:d4:51;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-84;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
46:3e:9b:21:88:52;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-90;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
5e:23:ef:5c:5e:e6;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-86;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
1c:c5:22:3f:65:f3;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-81;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
4a:9a:c1:38:e0:7d;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-54;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
38:f9:d3:9a:a4:69;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-87;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
6d:03:08:5f:35:58;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-81;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
44:4f:ab:95:de:e1;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-84;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
73:8c:b9:26:86:d8;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-47;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
35:9d:e9:33:b4:05;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-89;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
59:66:17:54:f9:0b;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-89;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
50:3d:a4:45:20:5b;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-86;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
05:a9:2f:4f:75:d1;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-90;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
60:37:d0:11:a5:95;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-83;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
56:9a:47:48:d3:9e;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-54;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
4b:94:7b:6f:23:1b;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-86;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
53:e7:b7:fd:62:2a;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-84;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
23:51:db:cf:ba:44;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-81;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
7d:b3:90:08:f2:1b;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-78;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
60:7e:66:ab:86:f0;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-89;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
43:f4:26:f1:7d:c7;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-79;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
6e:81:fb:db:11:7b;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-88;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
63:04:58:0e:1f:9d;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-75;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
40:07:b7:f2:7c:68;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-91;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
5b:86:d9:94:fe:19;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-88;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
71:5a:4d:6a:1c:4b;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-85;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
78:f4:ba:c4:82:ae;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-84;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
6a:d9:9f:03:c3:18;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-84;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
30:51:ba:5b:62:f1;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-89;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
0c:68:2d:a2:4f:1a;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-80;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
35:e3:d5:07:c3:a6;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-81;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
5b:71:63:c1:68:aa;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-77;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
7d:b3:90:08:f2:1b;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-72;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
63:5c:1c:7d:1c:93;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-86;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
31:55:90:98:8b:a6;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-85;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
7d:af:a7:5a:87:6f;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-82;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
46:15:d4:d0:12:d1;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-70;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
a4:83:e7:84:43:62;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-74;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
75:a0:45:43:a9:ef;;"Uncategorized;10";2024-10-03 12:47:22;;7936;-87;46.20870183204084;6.119483061942008;467.8201336497591;128;;;BT
63:b9:7d:e2:a6:d8;;"Uncategorized;10";2024-10-03 12:47:43;;7936;-81;46.20860210622572;6.119453889199963;650.9218017464993;192;;;BT
6d:58:36:2d:d0:08;;"Uncategorized;10";2024-10-03 12:47:43;;7936;-88;46.20860210622572;6.119453889199963;650.9218017464993;192;;;BT
5e:7a:b9:c7:cd:14;;"Uncategorized;10";2024-10-03 12:47:43;;7936;-77;46.20860210622572;6.119453889199963;650.9218017464993;192;;;BT
4b:b7:fb:a2:b6:c3;;"Uncategorized;10";2024-10-03 12:47:43;;7936;-89;46.20860210622572;6.119453889199963;650.9218017464993;192;;;BT
68:b1:60:1f:84:5b;;"Uncategorized;10";2024-10-03 12:47:43;;7936;-86;46.20860210622572;6.119453889199963;650.9218017464993;192;;;BT
79:46:54:42:0e:49;;"Uncategorized;10";2024-10-03 12:47:43;;7936;-76;46.20860210622572;6.119453889199963;650.9218017464993;192;;;BT
7c:f8:e2:f5:24:f1;;"Uncategorized;10";2024-10-03 12:47:43;;7936;-77;46.20860210622572;6.119453889199963;650.9218017464993;192;;;BT
54:52:66:69:2a:b8;apple;"Uncategorized;10";2024-10-03 12:47:43;;7936;-78;46.20860210622572;6.119453889199963;650.9218017464993;192;;;BT
